0	1
fear	"Few days ago I really experienced fear. It was connected with  
unexpected actions on the part of a group of people. This evoked  
in me many negative emotions."
fear	"When we forced a friend to chew a poisonous herb in primary  
school.  His tongue was swollen and he told his mother about it.   
The mother reported it to the headmaster who threatened to expel  
us."
fear	When I forgot the lines of the play during an orientation camp.
anger	"When I was at an official meeting I asked a question to a person.  
His response was not directed at me but at the chairman."
sadness	"Disappointed love. The girl made an end to our relationship while  
I thought she was in love with me."
joy	"I am happpy when I get good results in the field of academics or  
athletics.  "
fear	"On May 20th I got a summon to appear in court on May 28th 1985 on  
the subject of impregnanting a school girl. I really feared of  
standing in the court in a few days time after this notice. I was  
also embarassed due to formal approach that was expected of me to  
the Principal."
joy	Got through first semester University.
sadness	"A colleague's 17 year old daughter is seriously ill with cancer  
and has only a year to live.  I  heard about it 6 weeks ago."
joy	Be happy not because everything is good, but because you can see the good side of everything 
sadness	@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad
anger	"My superior blamed me for some neglects at work in front of  
others.  In fact, the task in question was not supposed to be  
done by me."
anger	@iAmSJ I'm so mad for our clients I'm furious lmao
joy	"After I had been away for a long time a friend told me that I had  
passed all my written examinations."
joy	Hear a very nice joke made by a friend.
anger	"When playing a football match, there was one player who made mean  
tackels, kicked at everything and did things having nothing to do  
with football."
sadness	I feel sad about an event I can not influence.
joy	When I won my car. 
sadness	"This occurred when my girlfriend and I have to finish our  
relationship due to some circumstances between her and her  
family. I was really sad, hurt and couldn't really find any  
reason why am I still living. Is this life is all about ? This  
was one of few question which crept up vividly every time I  
thought about what had happened."
fear	Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety
joy	Had a nice letter from my close friend.
sadness	Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup
sadness	"When my half brother became seriously ill with cancer and died  
later."
anger	When a few girls were talking rubbish about me.
fear	There is nothing like being in the shower when the power goes out 😳 #creepy 
anger	"Arriving home from work after a long and tiring day to find no  
dinner prepared as I had expected."
anger	"When I was dismissed unjustly from the firm where I worked,  
because there where persons that didn't have problems, and  
wouldn't miss in the jobs they occupied if they were dismissed."
sadness	"After I had lived with my boyfriend in a foreign country for half  
a year, I saw that it was impossible for me to stay with him (for  
economic reasons). We separated although I loved him."
anger	I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of £20 - I was fuming @EmmaGould_ I miss you
anger	"I feel angry at people's indifference at our ability to be  
present at an event and to stay partial to what happens."
fear	When you call the sick line hysterically crying. #awkward #anxiety #depression. Prob gonna get fired. 💔lol
anger	"When I was mistakenly accused of being a thief when I accidently  
gave a fake coin at a counter.  I realized this before I handed  
over the coin, but the man called me a thief and called a  
witness."
anger	"A female classmate was always late for meetings which were for  
the homework and not social gatherings.  We were very busy and  
the deadline was close but we had to waste half an hour or an  
hour waiting for her as we could do nothing else then."
anger	@sonyxperia @SonyUK I need a mobile phone screen repair..... Help (Newcastle UK) #devastated
joy	something about opening mail is just...very pleasing
joy	"Football was a very big deal at my high school, so I was joyous  
when my school's team won the conference championship last year."
anger	I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.
sadness	When I lost my father in a car accident.
joy	@Gennneral thanks gen!! Love you miss you happy birthday natong duha 💘💘
joy	"Coming to this lecture and listen to you talking about feelings,  
I am so happy that foreigners have the same feelings as Chinese."
sadness	"The last time I felt sad and disappointed was when I did not do  
as well as I had hoped in one of the final exams.  As compared  
with the earlier exams, the questions, I think, were unjust."
anger	"When we rearranged furniture in our flat and got stuck in a  
chair."
anger	Actually fuming I have nothing to wear Saturday
fear	Continous fear of a nuclear war.
anger	"I was watching TV with a friend. After the first film I wanted to  
watch another film on the same channel. My friend switched over  
to the other cannel without asking me what I wanted."
sadness	The quarrel between my  parents.
fear	Scott Dann injured aka my worst nightmare
joy	"I had been very weary all week - no letters, no phonecalls, no  
visitors and then my younger sister came with some cheese, a card  
and some pocket money for me; and she told me that she was  
working now."
anger	@ANI_news Wot an insult.
joy	i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums
anger	'A #nation is a #society #united by #delusions about its #ancestry and by common #hatred of its #neighbors.' #Fact #TeamFollowBack
fear	In a cottage in a large forest, I was alone for a while in the  dark.
anger	Being made to look like a fool by a girl.
sadness	I experienced this emotion when my grandfather passed away.
fear	"I was skiing alone and the mountain became covered with mist and  
I thought I was lost and was going to panic."
fear	A certain night during initiation. 
anger	"A man treated his dog very badly - he insulted and beated him  
until the dog kept lying on the floor with his tail drawn in."
anger	"When I am discussing something with a person and I realize that  
the other person is thinking over her own argumentations instead  
of listening, I become angry."
anger	"When my father made my mother go through really terrible  
situations, I felt furious, impotent, nervous, upset, ........"
sadness	I can't pull myself out of depression
anger	"One day I had an appointment with my boyfriend which I had  
objected to in the begining, however he visited me and convinced  
me to come.  The day of the appointment; I had to wait for him  
for over an hour."
joy	"I thought that I was going to fail a subject and so I began to  
study for the final exam, then my friend told me that I had  
passed it.  That meant that I could go home, as I do not study in  
my hometown."
joy	Winning a game after a long time of losing.
joy	"Riding home from school after completing two midterms in two  
days, and feeling I did well on them."
sadness	From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding
joy	"When I was informed that I had been accepted as a student of  
Psychology."
anger	An old lady slipped and nobody helped her.
fear	When I was attacked by a teenage boy and had my wallet stolen.
sadness	"1976, Soweto uprising in South Africa and the racist Gout's  
reaction to the students demands concerning the educational  
system."
sadness	Death of a close friend.
anger	"I work for a journal. Once the lay-out came to nothing, due to  
thoughtlessness of some colleagues."
anger	"When I was a soldier I quarrelled with my commander and may be in  
revenge for this he detailed me on duty two successive nights.  
Naturally he checked me up on the second night and found me  
asleep for which he sent me to the cells."
anger	When I was mistreated by my step-mother.
joy	Made a wonderful driend who understands me.
sadness	We lost
fear	"At primary school I was accused by some boys of being in love  
with a certain girl in their class so they had to shout and beat  
the girl and the matter was reported to the headmaster."
joy	I'm still laughing 'Bitch took my pillow' line  #kurt
fear	@SWATI_V_JOSHI Goons of Mamata spread everywhere as terror elements.
joy	"When I worked as an ""au-pair-girl"" in London, I received a call  
from a good friend who told me that she was in London too and  
wanted to see me. I was very glad - after that call and  
especially when I saw her."
joy	@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.
anger	"At boarding school someone put a lot of tiny thorns on my bed.   
When I complained everybody began teasing me and laughing at my  
inability to find out my enemies.  I lost my temper."
sadness	2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 @GOVUK  #thanks #unhappy #crb
sadness	Being misunderstood by friends.
sadness	@Samkingftw ew omg that is so grim
anger	"When my rights to use a shared house had been usurped by  
co-owners out of pure selfishness."
joy	"At a party in which I met an interesting female. We enjoyed  
eachothers company, while slow dacing."
sadness	My friend will find out that I am in love with her.
anger	"My intimate girlfriend told me that her father was opposed to our  
relationship  and had insulted my integrity."
joy	When my 6 month old son is happy and well.
joy	@alyankovic I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on! :)
anger	"I felt anger when at the end of a telephone call, a good friend  
told me that she would go to travel next year with another good  
friend. We couldn't talk this out."
fear	Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous
sadness	"Shifted from Melbourne to Brisbane. All my old school friends  
gave me a party and I had to say good-bye to them all."
sadness	"My mother suffers from a mental illness.  One night she was not  
feeling well and was sent to the hospital.  I was scared that  
she would die, and all night I was very sad and did not dare to  
close my eyes."
fear	"I was on a trip to Phillipines during Summer and I was staying in  
a hotel.  The room I was staying in was very silent and had very  
dim lights.  The last night I felt frightened and lay awake - I  
could hear some sounds around me and dared not open my eyes - I  
waited for dawn."
joy	"I got an A in anatomy - the first one I have ever gotten in a  
science class here."
joy	"When I received the acceptance letter from UNZA.  I had just  
come home from work when my kind sister handed me an enveloppe  
which I opened and was overcome with joy."
joy	"I felt glad to live again when I went to a meeting about the  
""Knowledge"". There are 4 techniques of meditation that connect  
you with the essence of the human being."
anger	This the way I rage, \n\non sum wopstar shit ⭐️
fear	"One evening a friend of mine was telling a fearful story, nobody  
took it seriously but I got frightened."
joy	"I did a solo flight from Ardmore to Kaikohe before I got my pilot  
licence. I can remember it was gorgeous day and I was on a  
natural high, cruising up the coast with my maps and compasses  
and gear. Other pilots had seen me off and wished me good luck  
and it was a real adventure."
joy	"When I had achieved a goal indirectly. I work for CAL Football  
and our 2nd win of the season was very gratifying and brought  
our joy because of the hard work involved and the fact that no  
one expected we would win."
joy	When I received a beautiful birthday gift form my parents.
joy	"Joy for me is when all my family gather around home for special  
occasions as Christmas etc. It really gives me joy to see my  
family and relatives and to observe natures productivity process  
which have been going on for centuries."
fear	A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic
joy	"When I was accepted as supervisor for a student teacher.  The  
notification came by post."
sadness	Death of my grandmother.
joy	"When I stood first in the B.A exams.  Earlier I had heard of  
these boys and girls who were toppers, but when I first heard of  
me having topped I could not believe it."
sadness	"When I learned that my former boyfriend had become engaged -  
although I was glad that he had found what he wanted, I was very  
sad at my own personal loss, since I had always hoped we might  
one day reconcile."
fear	"When I get into the tube or the train without paying for the  
ticket."
joy	"When I received some good news : I obtained an amount of money I  
needed to buy something I had been planning to buy."
sadness	My boyfriend didn't turn up after promising that he was coming.
fear	there are magpies gathering around me help I'm going to be swooped ! #terrorism
anger	"When I had an argument with my best friend and I thought that I  
was right and she was not."
sadness	"Being sexually assulted and told my friends about it (we cried  
together)."
fear	@sandrosmom The horror!
sadness	I get embarrassed at the slightest things and then I'll fret about it all day I hate it
joy	"When I finished my exams after 12th Grade, I was worried about  
getting a T.E. Score high enough for Physiotherapy. When I found  
that I had been accepted I was ecstatic, or more appropriately,  
could jump for joy."
anger	"I was not given a chance to explain to my close relatives as to  
why I could not go to visit them when they were ill.  When I did  
go, they thought that I had been selfish and irresponsible during 
their illness."
sadness	When my father died.
joy	"When I won a position on the track-team for the trans-tasman  
games when I was eleven."
anger	"I had made an error in planning a programme and had publicly  
accepted the mistake, despite repeated requests not to bring the  
matter for discussion a professor kept constantly passing remarks.  
I reacted angrily. 
 "
sadness	but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days
sadness	Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.
fear	"When I am alone at night after having read horror stories, and  
then I heard unexplainable noises."
fear	By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA
sadness	Trial result #sadness
joy	I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom
sadness	we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed
fear	"A letter from my boyfriend began in such a way that I thought he  
was going to end our relationship. I was afraid of reading the  
rest."
fear	It's a #disappointing #frightening #sickening realization @BetsyDeVosED WANTS kids to #fail... #parents need to #pushback &amp; #standup #NOW 😢
fear	"I was sleeping in my room but woke in the middle of the night to  
think I could hear noises and see shadows moving. I felt that  
someone was in the house."
anger	At home when they lost three pieces of my puzzle.
anger	[ When I do not get any co-operation from my friends/partners.]
joy	"The joy came to me when I heard that I was going to start a  
Medical course at the Lilongwe School for Health Sciences."
fear	Staying in a relative's house which was broken in before.
fear	"When I went home alone early in the morning, I had to go through  
a wood."
joy	"When the Real Madrid team of basket ball qualified for the final  
of the Europe Cup at Athens."
fear	I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me 
sadness	A horse which I had liked very much was taken away.
sadness	"A friend of mine was hurt as he thought that our relationship was  
not the same as before and something had gone wrong."
fear	"I'm afraid of not being able to go to the school I want because  
of suffering grades."
anger	I've seen the innocence leave your eyes. I still mourn this death.
sadness	"Talking to a pensioned and bitter ""street order"" policeman."
joy	When I saw my family after a separation of one year.
joy	"The day I was happiest was the day when I received a phone call  
from Eve's Weekly to inform me that I had won the first prize of  
the All India Essay competition.  I had won this prize when I was  
an under-graduate when even post graduates had participated.  I  
had been judged by eminent judges and political scientists."
anger	Having a bad day @TescoIrl #nightmare
anger	"When I was accused of having planned my friend's outing at  
secondary school (boarding) as we were not allowed to go out."
joy	"New year's eve 1983/1984, I met my girlfriend.  We stood on the  
steps outside her parents home and I kissed her for the  
first time."
joy	When I was admitted to a certain school as a student.
joy	"Two years ago, somebody I like very much wanted to give up his  
studies. I tried to make him understand the importance of what he  
was going to do, not only of the difficulty to find a job but also  
because he will decrease his culture etc. This person made the  
test to the college entrance examination and to our great joy we  
found out that he succeded in entering at the University."
fear	Bout to start the scariest video of my life😱👎 #SoNotReady 
joy	When I passed an exam.
joy	A friend which I hadn't seen for years, sent me a small present.
sadness	#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad
joy	"On a boat trip to Denmark, 14 of us had a lot of fun and we  
spent SEK 10 each on one armed bandits and against all odds we  
won the jackpot of SEK 1000."
anger	"About the car (sadness) I felt anger the way I acted after  
negotiating it."
fear	"Birds had made nests in our thatched roof and they were flying  
and flapping their wings in the bedroom at night.  It was very  
dark and I could not even see my nose.  I did not know that it  
was the birds till my mother told me so."
fear	"I was afraid when my mother left me alone to live in our house  
for one month."
joy	"It was when I was selected to go to a Secondary school to start  
form I."
joy	"I feel joy usually after each taken exam, the last one was in  
February."
anger	@elks1287 You have to follow @TommyG  .  He's a professional gambler, mostly daily fantasy, but he will wager on anything.  #angry
fear	"When my father's home was to be broken into by thieves who had  
guns."
anger	Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO
anger	"When I read about Reagan's tactical decision concerning the  
South African boycott."
anger	"When the others did not do their bit of work on a group  
assignment task, and I had to do all the work."
anger	"I walked in on a teenage patient of mine (I work in a hospital)  
as he was going through my office drawers and he had removed  
money from my purse."
fear	Before an exam in logics.
joy	"Seeing my sister after about 2 years of not seeing her. Only  
spent 1 hour or so before she was off overseas with her husband  
for 3 months."
joy	"Time had struck 8 o'clock when I heard from the radio that I had  
been selected to Robert Blake Secondary School for Form I. I was  
very happy for the selection. My parents and I were very happy  
and full of joy."
fear	"When I stepped on a snake at home, it was dark but there was  
moonlight."
sadness	"A friend of mine got pregnant anf failed the first year at  
university.  The boyfriend refused his responsibility and they  
ended up in court."
anger	"I got angry at a friend of mine whom I caught reading my notebook  
(almanach)."
joy	Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious
joy	I love my family so much #lucky #grateful #smartassfamily  #love
sadness	Falling in love with a close friend.
fear	Was nearly knocked down by a car.
anger	"We were starting a student project, and the teacher we talked to  
was very negative and not very helpful."
sadness	"I am filled with gloom and sadness at the death of a person.   
More specifically, I felt sad after hearing the news of a  
death of a person who was hale and hearty and full of life, with 
vigour and plans for the next day but had no next day to cherish it."
fear	When I saw a large spider crawling up the wall.
sadness	Treatment to become pregnant with a negative result.
joy	"When I met a girl and asked her for a date and she agreed, (I  
thought this girl would never like me), this was an emotion of  
joy."
fear	"When I dream of anything terrifying I used to have fear for the  
rest of the day that the dream might come true e.g., being beaten  
(or eaten ?) by a snake."
fear	"When I had my first oral examination after a long time;  
especially one day before the examination when I had the feeling  
that I had not studied enough and had not enough time to make up  
for it."
sadness	When my ex-boyfriend and I separated.
anger	"In the University we were convoked to a stroll like a freshman I  
was still innocent about the manipulation. On seeing the goal of  
the exaltation to poor character people, I felt anger on feeling  
myself mass of maneuver."
anger	When a friend of mine was trying to make a fool out of me.
anger	"I was at home, filling my tax report.  Nobody had time to help  
me.  I would have liked to do it quickly so that I could go and  
meet a friend of mine who had just returned from hospital.  I got  
angry as both my brother and my father refused to give me their calculator  
as I had not asked for it nicely.  I could not leave as I  
had to wait for help and the tax report had to be done."
joy	"""Boy, you have been admitted to the medicine school and your  
uncle is coming back fron Canada next week,"" my father told me  
and it was a happy moment."
sadness	"When I heard the last regulation of the socialist govrenment  
concerning pensions."
sadness	General Ye Jianying died.
anger	"When, after drinking a glass of water, I found a cockroach walking  
out of the glass."
anger	When I had a serious argument with a dear person.
sadness	@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag
sadness	When I am at home alone.
joy	"The day some friends of mine and I decided to go to Galicia on  
holiday."
joy	I was accepted by the Chinese university.
sadness	My mother's death.
joy	@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious
joy	"When I met my boyfriend and we discovered that we shared the same  
ideals and goals in life, and that we could share all our  
feelings and thoughts and felt that the world's not so bad when  
you have someone really close to share your life with."
anger	Thousands of pickled dunder-headed anthracites ! #furious
anger	Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck
sadness	Can it be 10 PM so I can sulk in my tub while listening to Lana
sadness	"When my ex-girlfriend and I discovered that there was a certain risk  
of her being pregnant."
joy	it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated.
joy	“Be #positive, #cheerful, #grateful and expectant.” @NightingaleEarl  #Success #Leadership
sadness	"A close relative was at odds with a very powerful firm.  All his  
things had been taken, His dad had died a little before this  
event.  He gathhered his children and vowed to give them a good  
life with a new start - the words were hollow, he bit back his  
tears .....I asked to be excused and then went and cried in the  
loo."
fear	@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.
joy	"I went to fetch my girl-friend at the station. When the train  
arrived and I saw her descending and running up to me, I felt  
glad."
joy	This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'
fear	"When I was walking at night, I saw fire suspended in the air and  
it was split into several segments by something I could not see.   
I suspected that it was witch-craft."
fear	Before giving a seminar to a rather large audience.
anger	"My mother was ill and asked me to prpare our lunch. I went to do it,  
and while I was working, she stayed behind me telling what I  
had, or not to do. I asked her to stop meddling, and to go to  
bed. When I went to ask for help to my sister, my mother said that  
I was proud, that I asked for help only when I wanted and that I  
wasn't able to cook by myself."
anger	[ After an examine I had been satisfied with.]
sadness	My father gave money to my brother but not to me.
fear	On my second plane trip, we ran into unexpected turbulence.
sadness	"My sweetheart left me, or rather we decided to break it off by  
mutual consent.  The consequences were - unrestrained weeping,  
feelings of loneliness, hopelessness and disconsolation.  I felt  
that I should find a friend, to talk to joyfully and to forget."
joy	When I passed the grade 7 exam.
joy	"When I saw a friend of mine, whom I had not seen for a long time  
and I had lost his address and telephone number."
joy	"It was the first time I met him (my boyfriend Mr.W).  It was  
during the first term Summer vacations.  We met each other while  
handing in our homework.  He invited me have a trip with him and  
we were together till 8 P.M."
fear	"Sometime back I used to stay with my mum alone then time came  
when dad joined the family from his working place I found myself  
having fear for him for no cause at all."
fear	"I had been watching a TV-program on paranormal phenomena.  At  
night I could not fall off to sleep as I feared that humanoids  
were on the move."
fear	"Sleeping alone in a tent, while hearing several noises such as  
rustling etc, I am afraid that there are people who are up to no  
good."
anger	"My parents did not approve my choice of a boyfriend (now an  
ex-boyfriend).  He happened to be 13 years older than me and he  
was considered completely unsuitable for me.  IDIOT."
fear	"Almost crashing into the back of a car while driving along the  
motorway on my motorcycle."
joy	"When I saw my brother in Church, and publically accept Jesus  
Christ as his saviour and Lord."
sadness	My grandfather died, I went to the mortuary and saw the corpse.
joy	"When I went to visit a friend in the hospital. She had to undergo  
an operation for rupture. I was glad to hear that the operation  
succeeded and that she was relieved of her pain."
fear	That someone would discover whom I really love.
anger	"I went to a fair where a guy who was drunk kept bothering me and  
in the end I got really angry."
anger	"Once a friend had pushed me and I had fallen on to a window which  
then broke.  I was taken to tthe principal's office and he  
accused me of having broken the window."
fear	"When I walked to church with my roommate, a bum told us to call  
the police and he started following us."
joy	I won a sport contest.
joy	"Talkiing about the past happy hours with two friends at night in  
a camp a few months ago.  We shared our feelings, notions and  
every hidden anxiety.  I thought that they cared for me and I  
was very happy and satified."
sadness	I realized that the girl I loved had to leave me.
fear	Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression
sadness	"My best friend got married and left her home-town to go and live  
in Poona.  After her wedding I felt sad."
sadness	@HannahFJames I'm distraught! 😭 Candice and her pout can piss off
joy	When my term paper was evaluated.
sadness	Could not get into the university I wanted to get in.
joy	Punchline king is back! @Paedeezy 🔥🔥🔥🔥🔥🔥🔥💯💯💯 #bright city lights
joy	"One of the greatest joiy was when I succeded in acquiring a  
motorcycle through my own efforts."
anger	"When you are unjustly assessed at something you are sure to have  
been right."
fear	"My mom called early in the morning (On a Monday) and I had just  
seen her that weekend. I couldn't understand what could be so  
important as to make her call at such a strange hour. I missed  
the call and had to call her back that afternoon."
sadness	People are trying too hard to hate on Cam Newton without understanding his position #sad
sadness	I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener
anger	Like he really just fucking asked me that. 
joy	"When I learned that my parents were going abroad and leaving me  
alone for a few years."
joy	Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love
anger	"The headmistress at a secondary school accused me of banging the  
classroom door when I didn't in front of the whole class."
sadness	Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression
fear	"We were camping in the mountains, and a friend and I went for a  
walk.  It was getting darker and darker and we were not sure of  
the right way back."
fear	The bathroom sink just spat a spider at me.  I turned on the faucet, and a sizable spider flew up out of the drain.  #spiders #fb
anger	"When a person is privileged in account of situations that are  
unjust, and disloyal to colleagues and friends."
joy	Letting Jesus take control of my emotions i.e., ill feeling.
anger	"Towards wife's laziness in not performing her usual duties  
because of television watching."
anger	"In a confrontation with a person, he provoked me several times  
till I reacted in an angry way.  Fortunately there were no  
disastrous consequences."
anger	Like he really just fucking asked me that. #offended
fear	Mary Berry and her reign of terror
fear	"In a dam lake, when the water was let flow to water the plants  
and I and two other boys were near the water pit. We rescued  
ourselves only thanks to the flippers and the tyre that was with  
us."
joy	"The time I learnt that I had passed my Malawi School leaving  
Certificate Examinations."
sadness	"I was watching television. It was about midnight when a very dear  
friend called saying that his father had died in an accident."
fear	Vertigo - standing on a ladder and painting the house.
anger	@setsmiling Happy Birthday arsehole. Hope you have an average day ☺️☺️
joy	"When my red-cheeked, content child runs to meet me in the yard of  
the kindergarten and gives me a moist kiss on my cheek."
joy	Vals always smiling I love it #gbbo
sadness	Getting separated from my girlfriend.
sadness	When I couldn't go for a trip with my friends in a holiday.
fear	Getting back my Psych 140 midterm.
fear	Before I moved away from home, I feared leaving.
joy	@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth.
sadness	When will the weeks full of Mondays end?? 
anger	angry already
joy	Receiving a letter from a boy I care.
sadness	My sweatheart were away on a trip, and then she got problems.
fear	"When my boyfriend was leaving to go home one night, I had a very  
deep sense of uneasiness and an unwarranted fear that I wouldn't  
see him again."
anger	"I was enjoying the company of bird life while I was eating lunch  
in a park when a group of people began throwing sticks at some of  
the birds - for no reason other than the satisfaction of seeing  
them being scared away."
fear	"I borrowed a car which was supposed to be used for a long journey  
a few hours later, and one of the tyres burst in the middle of  
the town and I did not know what to do."
anger	"When my friend promised that she would come to my place, and did  
not turn up - I was annoyed at her."
fear	Before examination.
fear	"A large german shepherd dog ran and barked at me (he didn't bite  
fortunately)."
sadness	"I met again a very good friend after a year and realized that  
there had grown a certain distance between us."
anger	"When my friend (girl) promised to help me go to the hospital and be  
examined by good experts and she deceived me."
sadness	I feel like I am drowning. #depression #anxiety #falure #worthless
joy	The high school entrance exam.
sadness	When my grandparents moved to another part of the town.
fear	"I was in a dark cellar and saw a glowing red point. I thought  
that it was a person with a cigarette - but it was only the red  
switch."
fear	I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems
anger	"It was during the beginning of the term. I had K100 and kept it  
in my handbag. I left the handbag in the wardrobe but didn't  
lock it. Next time I found that K30 were stolen."
joy	When I entered in the University after a year of struggles.
joy	"I felt joy most strongly some years ago, when I took part in a  
NH Competition and I was the first."
anger	"Being a spokesman for the union, I got into a quarrel with a  
colleague who had been acting disloyally over a sustained period  
of time."
joy	In summer when I was sailing with friends in Greece I felt joy.
sadness	"[ I missed my twin when I was on the verge of being thrown, which  
I disliked.]"
fear	"My husband had gone to drive a strange, broken car.  At the  
agreed time, he had not returned, and I feared that he had had an  
accident."
sadness	My old teacher in primary school died.
joy	Aticle published.
joy	"Some time ago a close relative of mine got off cheap with the  
worst."
anger	When an unknown person provoked me verbaly and physically.
joy	"I passed my MCE Examination. at first I was worried but when I  
heard my name I had joy in my heart and I arranged for a trip to  
attend a wedding ceremony."
joy	@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated
fear	These mets know how to give someone anxiety #mets #lgm #anxiety @mets
sadness	"In a social situation I became interested in a woman. We talked,  
we laughed, we enjoyed each other. She desappeared for a few  
minutes, and a little after appeared with an other man."
anger	This is a joke @SomersetCCC #fuming
joy	Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling
anger	"Not being alowed on a school camp with the class I'd been in for  
11 years (I had stayed down due to illness)"
joy	@mcharlesworth7 Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book!
joy	@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.
sadness	@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.
joy	"When I recently got a very positive answer from a clinic telling  
me that they would willingly assist and collect data for me for a  
clinical pilot study."
anger	"A few weeks back, as I was in a hurry to leave the house, I left  
some of my things lying around.  This is something I never do. My  
uncle,who lives with us, as we live in a joint family, remarked that  
we were always doing things like  this.  This really got me mad."
anger	"My roommate leaving my drawers in a mess after plowing thourgh  
them looking for something."
joy	"When I passed the first year and so I could come back for my  
second year."
joy	My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay 
joy	"Last year I passed the B.A exams in Psychology in which I stood first  
in my class.  Thus I got the first prize from the college.  I was  
most happy to tell all this to my parents and friends."
sadness	"When I was ill and had to stay at the hospital for a period of  
time.  "
anger	"My boy-friend came home late one night without having told me  
about it before."
joy	When we got a young dog.
joy	After intercourse.
joy	I'm Black, 43. I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!
fear	"I needed a recommendation for something. I decided that the best  
person to get one from was a professor who I had never talked to  
before. I felt a lot of fear going up after class to ask him to  
recommend me considering he had never heard my name before. But I  
did."
sadness	When one's studies seem hopelessly difficult and uninteresting.  
anger	"My brother accused me undeservedly before my parents. I was not  
guilty. He was misled by his wife."
sadness	"I experienced this when my maternal grandmother passed away.  She  
was the last of my grand parents to pass away."
fear	@stephenfhayes Mustard gas = hostile work environment, not #terrorism; call #OSHA not #military
sadness	When a friend left me and went back home for good.
anger	"In the holiday cottage of our association, two of my pals came to  
wake me up early one morning by bringing a radio played at the  
highest volume into my room - it was the morning service at its  
loudest."
sadness	"When the result of a project work was treated nonchalantly  
intead of being criticized by the teacher."
sadness	@tysonwaters and @WatersWife 'Being over it.' Why USA has #panicattacks #anxiety #depression and so much medication!
sadness	"I quarrelled with my younger sister because I had said something  
against her boyfriend.  Consequently she looked through me when  
she saw me as she thought that I was trying to separate them.   
She had misunderstood me."
anger	When the morning newspaper has not arrived.
joy	"When my father managed to begin a ""new life"" after the divorce  
from my mother; resulting in a new little sister for me."
joy	"When on holiday in Greece I called my best friend, she told me  
she passed the examinations and that she had been admitted to the  
study for speech therapy."
fear	"At the tender age of eleven a friend and I left a party and  
proceeded to walk through dark and secluded streets of a bad  
neighborhood to find a telephone (recent spate of Horror Movie  
watching had occurred)."
sadness	When my mother died in August 1978.
